retail_and_recreation_percent_ch,grocery_and_pharmacy_percent_cha,parks_percent_change_from_baseli,transit_stations_percent_change_,workplaces_percent_change_from_b,stay_home,lgd_state_name,date,lgd_district_name,av_stay_home
-66,43,-42,-38,-22,22,maharashtra,23may2020,buldhana,21.428572
-66,37,-40,-42,-5,19,maharashtra,24may2020,buldhana,21
-68,34,-41,-47,-32,24,maharashtra,25may2020,buldhana,20.571428
-64,48,-40,-34,-18,20,maharashtra,26may2020,buldhana,20.285715
-63,49,-39,-32,-16,18,maharashtra,27may2020,buldhana,20
-64,48,-41,-34,-16,20,maharashtra,28may2020,buldhana,19.714285
-62,56,-40,-32,-14,19,maharashtra,29may2020,buldhana,18.714285
-64,56,-42,-36,-12,20,maharashtra,30may2020,buldhana,18.571428
-64,47,-42,-40,4,17,maharashtra,31may2020,buldhana,18.857143
-62,61,-41,-33,-14,17,maharashtra,01jun2020,buldhana,19
-62,52,-40,-31,-14,19,maharashtra,02jun2020,buldhana,18.857143
-64,46,-41,-33,-13,20,maharashtra,03jun2020,buldhana,18.571428
-65,43,-42,-36,-16,21,maharashtra,04jun2020,buldhana,18.285715
-58,60,-40,-30,-10,18,maharashtra,05jun2020,buldhana,18.285715
-59,58,-43,-34,-11,18,maharashtra,06jun2020,buldhana,18.142857
-58,52,-43,-35,4,15,maharashtra,07jun2020,buldhana,17.571428
-57,62,-42,-30,-10,17,maharashtra,08jun2020,buldhana,17.142857
-57,58,-40,-30,-12,18,maharashtra,09jun2020,buldhana,16.857143
-55,57,-40,-29,-9,16,maharashtra,10jun2020,buldhana,16.714285
-54,50,-38,-32,-13,18,maharashtra,11jun2020,buldhana,16.428572
-52,62,-41,-29,-9,16,maharashtra,12jun2020,buldhana,16.285715
-54,58,-41,-34,-13,17,maharashtra,13jun2020,buldhana,15.857142
-52,52,-41,-35,6,13,maharashtra,14jun2020,buldhana,15.571428
-54,51,-42,-33,-13,16,maharashtra,15jun2020,buldhana,15.285714
-51,52,-40,-28,-12,15,maharashtra,16jun2020,buldhana,15.285714
-51,51,-39,-30,-11,14,maharashtra,17jun2020,buldhana,15.142858
-52,46,-40,-34,-12,16,maharashtra,18jun2020,buldhana,15.714286
-50,53,-38,-32,-9,16,maharashtra,19jun2020,buldhana,15.714286
-51,57,-41,-33,-8,16,maharashtra,20jun2020,buldhana,15.857142
-55,35,-39,-41,4,17,maharashtra,21jun2020,buldhana,15.857142
-52,60,-40,-31,-11,16,maharashtra,22jun2020,buldhana,15.857142
-50,57,-38,-29,-13,16,maharashtra,23jun2020,buldhana,15.571428
-48,60,-38,-26,-8,14,maharashtra,24jun2020,buldhana,15.857142
-48,55,-39,-29,-11,16,maharashtra,25jun2020,buldhana,15.571428
-50,59,-39,-29,-8,14,maharashtra,26jun2020,buldhana,15.714286
-54,52,-43,-36,-12,18,maharashtra,27jun2020,buldhana,15.571428
-50,54,-41,-35,6,15,maharashtra,28jun2020,buldhana,16
-51,64,-41,-34,-12,17,maharashtra,29jun2020,buldhana,16.142857
-45,60,-39,-30,-11,15,maharashtra,30jun2020,buldhana,16.714285
-54,40,-42,-38,-11,17,maharashtra,01jul2020,buldhana,16.857143
-52,40,-42,-35,-11,17,maharashtra,02jul2020,buldhana,17.428572
-52,48,-42,-40,-9,18,maharashtra,03jul2020,buldhana,17.571428
-54,43,-43,-43,-9,19,maharashtra,04jul2020,buldhana,18.428572
-54,37,-42,-45,6,19,maharashtra,05jul2020,buldhana,18.714285
-53,56,-43,-37,-10,18,maharashtra,06jul2020,buldhana,19.142857
-57,29,-45,-43,-13,21,maharashtra,07jul2020,buldhana,19.428572
-59,30,-42,-42,-10,19,maharashtra,08jul2020,buldhana,20
-59,30,-43,-42,-11,20,maharashtra,09jul2020,buldhana,20.142857
-60,27,-43,-45,-13,20,maharashtra,10jul2020,buldhana,20.714285
-66,9,-46,-53,-22,23,maharashtra,11jul2020,buldhana,20.857143
-64,3,-46,-53,-5,20,maharashtra,12jul2020,buldhana,21.714285
-63,15,-43,-49,-19,22,maharashtra,13jul2020,buldhana,22
-61,13,-43,-49,-20,22,maharashtra,14jul2020,buldhana,22
-65,2,-42,-50,-21,25,maharashtra,15jul2020,buldhana,21.571428
-56,26,-44,-38,-12,22,maharashtra,16jul2020,buldhana,21.142857
-53,42,-43,-36,-9,20,maharashtra,17jul2020,buldhana,20.857143
-55,39,-45,-40,-10,20,maharashtra,18jul2020,buldhana,20.571428
-54,36,-43,-41,7,17,maharashtra,19jul2020,buldhana,19.857143
-56,40,-43,-37,-10,20,maharashtra,20jul2020,buldhana,19.857143
-55,33,-43,-37,-10,20,maharashtra,21jul2020,buldhana,19.714285
-55,34,-44,-37,-9,20,maharashtra,22jul2020,buldhana,20.857143
-55,28,-46,-38,-11,22,maharashtra,23jul2020,buldhana,21.714285
-51,46,-42,-30,-6,19,maharashtra,24jul2020,buldhana,21.571428
-73,-11,-45,-62,-33,28,maharashtra,25jul2020,buldhana,21.428572
-72,-14,-44,-62,-14,23,maharashtra,26jul2020,buldhana,21.285715
-52,46,-43,-32,-10,19,maharashtra,27jul2020,buldhana,20.857143
-49,42,-42,-29,-9,19,maharashtra,28jul2020,buldhana,20.428572
-50,41,-42,-30,-7,19,maharashtra,29jul2020,buldhana,19.857143
-48,44,-41,-29,-8,19,maharashtra,30jul2020,buldhana,19.571428
-44,60,-41,-26,-4,16,maharashtra,31jul2020,buldhana,19.285715
-70,-6,-42,-59,-35,24,maharashtra,01aug2020,buldhana,18.714285
-67,-8,-42,-58,-14,21,maharashtra,02aug2020,buldhana,18.142857
-48,64,-38,-30,-21,17,maharashtra,03aug2020,buldhana,17.714285
-44,52,-40,-25,-9,15,maharashtra,04aug2020,buldhana,17.285715
-44,20,-52,-29,-6,15,maharashtra,05aug2020,buldhana,16.714285
-44,17,-53,-29,-7,16,maharashtra,06aug2020,buldhana,16.285715
-40,28,-49,-27,-2,13,maharashtra,07aug2020,buldhana,16.142857
-65,-26,-51,-56,-26,20,maharashtra,08aug2020,buldhana,16.428572
-65,-33,-50,-57,-6,18,maharashtra,09aug2020,buldhana,16.571428
-41,37,-51,-25,-2,16,maharashtra,10aug2020,buldhana,17.142857
-42,18,-48,-27,-3,17,maharashtra,11aug2020,buldhana,18.428572
-42,22,-49,-26,-3,16,maharashtra,12aug2020,buldhana,18.285715
-49,5,-53,-34,-6,20,maharashtra,13aug2020,buldhana,18.857143
-48,3,-52,-38,-5,22,maharashtra,14aug2020,buldhana,19.571428
-49,8,-52,-37,-11,19,maharashtra,15aug2020,buldhana,19.857143
-65,-40,-52,-58,-8,22,maharashtra,16aug2020,buldhana,19.571428
,,,,-9,21,maharashtra,17aug2020,buldhana,19.285715
,,,,-10,19,maharashtra,18aug2020,buldhana,18.428572
,,,,-4,14,maharashtra,19aug2020,buldhana,18.571428
,,,,-6,18,maharashtra,20aug2020,buldhana,17.428572
,,,,-3,16,maharashtra,21aug2020,buldhana,16.428572
,,,,-14,20,maharashtra,22aug2020,buldhana,15.714286
,,,,11,14,maharashtra,23aug2020,buldhana,15.714286
,,,,-4,14,maharashtra,24aug2020,buldhana,15.142858
,,,,-9,14,maharashtra,25aug2020,buldhana,14.857142
,,,,-19,14,maharashtra,26aug2020,buldhana,15.142858
,,,,-10,14,maharashtra,27aug2020,buldhana,15.142858
,,,,-7,14,maharashtra,28aug2020,buldhana,15
,,,,-12,22,maharashtra,29aug2020,buldhana,15.285714
,,,,8,14,maharashtra,30aug2020,buldhana,15
,,,,-8,13,maharashtra,31aug2020,buldhana,15.142858
,,,,-14,16,maharashtra,01sep2020,buldhana,15.285714
,,,,-9,12,maharashtra,02sep2020,buldhana,14.285714
,,,,-13,15,maharashtra,03sep2020,buldhana,14.285714
,,,,-11,15,maharashtra,04sep2020,buldhana,14.428572
,,,,-12,15,maharashtra,05sep2020,buldhana,14.142858
,,,,-1,14,maharashtra,06sep2020,buldhana,14.285714
,,,,-13,14,maharashtra,07sep2020,buldhana,14.428572
,,,,-13,14,maharashtra,08sep2020,buldhana,14.285714
,,,,-13,13,maharashtra,09sep2020,buldhana,14.285714
,,,,-21,16,maharashtra,10sep2020,buldhana,14.142858
,,,,-18,14,maharashtra,11sep2020,buldhana,14.142858
,,,,-22,15,maharashtra,12sep2020,buldhana,14.428572
,,,,-12,13,maharashtra,13sep2020,buldhana,14.571428
,,,,-17,14,maharashtra,14sep2020,buldhana,14.714286
,,,,-18,16,maharashtra,15sep2020,buldhana,15.714286
,,,,-15,14,maharashtra,16sep2020,buldhana,16.714285
,,,,-24,17,maharashtra,17sep2020,buldhana,17.428572
,,,,-29,21,maharashtra,18sep2020,buldhana,18.142857
,,,,-29,22,maharashtra,19sep2020,buldhana,
,,,,-19,18,maharashtra,20sep2020,buldhana,
,,,,-23,19,maharashtra,21sep2020,buldhana,
-1,-1,0,-4,4,-1,maharashtra,15feb2020,chandrapur,
0,-2,-1,0,2,-1,maharashtra,16feb2020,chandrapur,
-2,3,-3,5,6,0,maharashtra,17feb2020,chandrapur,
1,2,2,3,4,0,maharashtra,18feb2020,chandrapur,.85714287
-2,6,7,0,-18,3,maharashtra,19feb2020,chandrapur,1.4285715
-1,10,6,6,1,0,maharashtra,20feb2020,chandrapur,1.7142857
-10,2,12,2,-24,5,maharashtra,21feb2020,chandrapur,1.7142857
-8,-1,6,-11,-9,3,maharashtra,22feb2020,chandrapur,1.8571428
-7,-5,4,-1,4,1,maharashtra,23feb2020,chandrapur,1.4285715
-3,-1,1,3,6,0,maharashtra,24feb2020,chandrapur,1.4285715
-3,1,3,-2,4,1,maharashtra,25feb2020,chandrapur,.71428573
-2,2,1,4,5,0,maharashtra,26feb2020,chandrapur,.42857143
-2,1,1,4,5,0,maharashtra,27feb2020,chandrapur,.5714286
-2,0,-1,2,8,0,maharashtra,28feb2020,chandrapur,.71428573
-2,-2,-1,-4,6,1,maharashtra,29feb2020,chandrapur,.71428573
-3,-5,0,-4,8,2,maharashtra,01mar2020,chandrapur,.85714287
-2,-2,-1,-1,10,1,maharashtra,02mar2020,chandrapur,1
-3,-5,-2,0,7,1,maharashtra,03mar2020,chandrapur,1
0,0,-1,4,8,1,maharashtra,04mar2020,chandrapur,1
-2,-1,0,3,9,1,maharashtra,05mar2020,chandrapur,1
2,0,0,6,9,0,maharashtra,06mar2020,chandrapur,2
2,2,0,0,6,1,maharashtra,07mar2020,chandrapur,4.2857141
1,1,2,-2,11,2,maharashtra,08mar2020,chandrapur,4.2857141
-6,3,-4,-5,-12,8,maharashtra,09mar2020,chandrapur,4.2857141
-37,-55,-12,-23,-55,17,maharashtra,10mar2020,chandrapur,4.4285712
0,0,3,2,3,1,maharashtra,11mar2020,chandrapur,4.7142859
-1,-7,7,2,6,1,maharashtra,12mar2020,chandrapur,4.8571429
-5,-17,-2,2,6,1,maharashtra,13mar2020,chandrapur,4.1428571
-6,-13,0,-7,-2,3,maharashtra,14mar2020,chandrapur,2.2857144
-8,-12,3,-3,7,3,maharashtra,15mar2020,chandrapur,2.8571429
-3,-7,2,13,2,3,maharashtra,16mar2020,chandrapur,3.7142856
-4,-9,2,10,-2,4,maharashtra,17mar2020,chandrapur,4.8571429
-6,-8,2,7,-5,5,maharashtra,18mar2020,chandrapur,6.1428571
-13,-16,1,-8,-8,7,maharashtra,19mar2020,chandrapur,9.7142859
-20,-17,-6,-8,-9,9,maharashtra,20mar2020,chandrapur,12.142858
-29,-17,-10,-26,-18,12,maharashtra,21mar2020,chandrapur,15.285714
-67,-75,-41,-58,-37,28,maharashtra,22mar2020,chandrapur,19.142857
-46,-35,-22,-54,-32,20,maharashtra,23mar2020,chandrapur,22.428572
-61,-56,-35,-66,-47,26,maharashtra,24mar2020,chandrapur,25.285715
-65,-61,-40,-67,-57,32,maharashtra,25mar2020,chandrapur,28
-63,-61,-35,-67,-50,30,maharashtra,26mar2020,chandrapur,27.428572
-62,-57,-39,-65,-50,29,maharashtra,27mar2020,chandrapur,28.714285
-64,-62,-39,-71,-51,31,maharashtra,28mar2020,chandrapur,29
-62,-62,-37,-70,-29,24,maharashtra,29mar2020,chandrapur,28.571428
-62,-58,-36,-68,-45,29,maharashtra,30mar2020,chandrapur,28.714285
-63,-60,-37,-68,-46,28,maharashtra,31mar2020,chandrapur,28.714285
-63,-60,-38,-67,-47,29,maharashtra,01apr2020,chandrapur,28.428572
-64,-63,-37,-68,-52,31,maharashtra,02apr2020,chandrapur,28.428572
-63,-59,-39,-66,-45,29,maharashtra,03apr2020,chandrapur,28.714285
-62,-59,-36,-69,-44,29,maharashtra,04apr2020,chandrapur,28.714285
-60,-57,-36,-70,-23,24,maharashtra,05apr2020,chandrapur,28.714285
-65,-55,-38,-68,-49,31,maharashtra,06apr2020,chandrapur,28.428572
-68,-32,-47,-62,-42,28,maharashtra,07apr2020,chandrapur,28.571428
-69,-34,-47,-61,-45,29,maharashtra,08apr2020,chandrapur,29
-69,-32,-48,-61,-45,29,maharashtra,09apr2020,chandrapur,29.285715
-69,-29,-48,-61,-50,30,maharashtra,10apr2020,chandrapur,29.285715
-70,-38,-49,-66,-47,32,maharashtra,11apr2020,chandrapur,29.857143
-67,-30,-48,-65,-25,26,maharashtra,12apr2020,chandrapur,29.714285
-68,-33,-50,-63,-42,31,maharashtra,13apr2020,chandrapur,29.714285
-70,-36,-48,-64,-49,32,maharashtra,14apr2020,chandrapur,29.571428
-68,-27,-48,-58,-41,28,maharashtra,15apr2020,chandrapur,29.285715
-80,-21,-63,-60,-42,29,maharashtra,16apr2020,chandrapur,29
-79,-16,-63,-59,-41,29,maharashtra,17apr2020,chandrapur,28.571428
-79,-21,-66,-63,-41,30,maharashtra,18apr2020,chandrapur,27.857143
-79,-15,-65,-63,-23,24,maharashtra,19apr2020,chandrapur,27.857143
-78,-17,-64,-59,-37,28,maharashtra,20apr2020,chandrapur,27.714285
-77,-15,-64,-59,-39,27,maharashtra,21apr2020,chandrapur,27.428572
-78,-15,-63,-60,-39,28,maharashtra,22apr2020,chandrapur,27.285715
-78,-16,-63,-60,-38,28,maharashtra,23apr2020,chandrapur,27.571428
-76,-6,-64,-59,-37,27,maharashtra,24apr2020,chandrapur,27.714285
-78,-10,-65,-64,-40,29,maharashtra,25apr2020,chandrapur,27.714285
-78,-12,-66,-65,-21,26,maharashtra,26apr2020,chandrapur,27.571428
-77,-13,-63,-60,-36,29,maharashtra,27apr2020,chandrapur,27.428572
-76,-15,-62,-60,-36,27,maharashtra,28apr2020,chandrapur,27.571428
-77,-10,-62,-58,-35,27,maharashtra,29apr2020,chandrapur,27.285715
-76,-18,-62,-59,-34,27,maharashtra,30apr2020,chandrapur,27
-77,-9,-62,-59,-45,28,maharashtra,01may2020,chandrapur,26.857143
-76,-16,-63,-63,-35,27,maharashtra,02may2020,chandrapur,26.857143
-78,-12,-63,-64,-18,24,maharashtra,03may2020,chandrapur,26.714285
-77,-15,-61,-60,-33,28,maharashtra,04may2020,chandrapur,26.571428
-77,-16,-62,-58,-34,27,maharashtra,05may2020,chandrapur,26
-74,-4,-62,-53,-31,26,maharashtra,06may2020,chandrapur,25.857143
-74,-4,-62,-54,-38,26,maharashtra,07may2020,chandrapur,25.571428
-72,5,-62,-51,-28,24,maharashtra,08may2020,chandrapur,24.857143
-73,-4,-64,-56,-33,26,maharashtra,09may2020,chandrapur,24.142857
-72,1,-63,-56,-10,22,maharashtra,10may2020,chandrapur,23.428572
-68,17,-60,-47,-22,23,maharashtra,11may2020,chandrapur,23
-67,22,-60,-48,-23,22,maharashtra,12may2020,chandrapur,22.714285
-66,26,-59,-40,-22,21,maharashtra,13may2020,chandrapur,22.285715
-69,6,-60,-40,-24,23,maharashtra,14may2020,chandrapur,22
-68,9,-61,-39,-23,22,maharashtra,15may2020,chandrapur,21.714285
-68,11,-62,-47,-24,23,maharashtra,16may2020,chandrapur,21.428572
-71,8,-60,-49,-10,20,maharashtra,17may2020,chandrapur,21.428572
-63,29,-61,-38,-18,21,maharashtra,18may2020,chandrapur,21.142857
-62,31,-60,-34,-20,20,maharashtra,19may2020,chandrapur,21
-63,29,-60,-31,-19,21,maharashtra,20may2020,chandrapur,21
-65,26,-59,-33,-19,21,maharashtra,21may2020,chandrapur,21.142857
-63,28,-61,-37,-17,21,maharashtra,22may2020,chandrapur,21.714285
-64,23,-63,-47,-23,23,maharashtra,23may2020,chandrapur,21.857143
-70,7,-62,-51,-11,21,maharashtra,24may2020,chandrapur,21.857143
-66,18,-62,-50,-32,25,maharashtra,25may2020,chandrapur,21.857143
-64,19,-62,-47,-17,21,maharashtra,26may2020,chandrapur,21.714285
-63,24,-60,-45,-17,21,maharashtra,27may2020,chandrapur,21.428572
-64,25,-61,-44,-16,21,maharashtra,28may2020,chandrapur,21.142857
-62,29,-61,-43,-16,20,maharashtra,29may2020,chandrapur,20.285715
-62,31,-63,-48,-15,21,maharashtra,30may2020,chandrapur,20
-66,14,-58,-51,-5,19,maharashtra,31may2020,chandrapur,19.857143
-58,37,-60,-38,-13,19,maharashtra,01jun2020,chandrapur,19.428572
-59,30,-60,-40,-14,19,maharashtra,02jun2020,chandrapur,19.285715
-61,27,-61,-37,-16,20,maharashtra,03jun2020,chandrapur,19.142857
-58,45,-58,-32,-13,18,maharashtra,04jun2020,chandrapur,19
-56,30,-55,-36,-13,19,maharashtra,05jun2020,chandrapur,19
-56,30,-57,-44,-15,20,maharashtra,06jun2020,chandrapur,18.857143
-63,15,-54,-48,-6,18,maharashtra,07jun2020,chandrapur,18.571428
-55,29,-55,-39,-13,19,maharashtra,08jun2020,chandrapur,18.571428
-56,27,-55,-41,-14,18,maharashtra,09jun2020,chandrapur,18.285715
-54,29,-55,-39,-14,18,maharashtra,10jun2020,chandrapur,18
-52,36,-56,-38,-15,18,maharashtra,11jun2020,chandrapur,18
-52,41,-55,-37,-14,17,maharashtra,12jun2020,chandrapur,18.142857
-51,45,-56,-43,-18,18,maharashtra,13jun2020,chandrapur,17.857143
-62,13,-56,-48,-5,18,maharashtra,14jun2020,chandrapur,17.714285
-55,23,-56,-43,-15,20,maharashtra,15jun2020,chandrapur,17.571428
-50,40,-54,-38,-14,16,maharashtra,16jun2020,chandrapur,17.571428
-51,36,-54,-38,-14,17,maharashtra,17jun2020,chandrapur,17.428572
-49,35,-56,-39,-14,17,maharashtra,18jun2020,chandrapur,17.571428
-47,38,-56,-38,-13,17,maharashtra,19jun2020,chandrapur,17.285715
-48,42,-58,-44,-14,17,maharashtra,20jun2020,chandrapur,17.571428
-58,7,-57,-51,-6,19,maharashtra,21jun2020,chandrapur,17.428572
-49,33,-58,-42,-14,18,maharashtra,22jun2020,chandrapur,17.285715
-49,35,-58,-43,-15,18,maharashtra,23jun2020,chandrapur,17
-47,39,-55,-38,-14,16,maharashtra,24jun2020,chandrapur,17.142857
-48,38,-56,-40,-14,16,maharashtra,25jun2020,chandrapur,16.714285
-47,40,-56,-38,-12,15,maharashtra,26jun2020,chandrapur,16.571428
-51,37,-58,-47,-19,18,maharashtra,27jun2020,chandrapur,16.285715
-57,19,-55,-49,-8,16,maharashtra,28jun2020,chandrapur,16.428572
-49,38,-58,-41,-13,17,maharashtra,29jun2020,chandrapur,17
-48,36,-57,-40,-13,16,maharashtra,30jun2020,chandrapur,17.428572
-50,33,-57,-40,-14,17,maharashtra,01jul2020,chandrapur,17.714285
-54,26,-58,-42,-17,20,maharashtra,02jul2020,chandrapur,18.285715
-51,33,-58,-39,-16,18,maharashtra,03jul2020,chandrapur,18.571428
-53,23,-60,-48,-18,20,maharashtra,04jul2020,chandrapur,18.714285
-60,8,-59,-53,-9,20,maharashtra,05jul2020,chandrapur,18.714285
-51,28,-58,-43,-14,19,maharashtra,06jul2020,chandrapur,18.571428
-48,38,-57,-42,-16,17,maharashtra,07jul2020,chandrapur,18.571428
-50,33,-57,-41,-15,17,maharashtra,08jul2020,chandrapur,18.428572
-52,26,-59,-43,-14,19,maharashtra,09jul2020,chandrapur,18
-50,37,-60,-40,-13,18,maharashtra,10jul2020,chandrapur,17.857143
-49,40,-59,-45,-18,19,maharashtra,11jul2020,chandrapur,18.142857
-56,22,-57,-50,-4,17,maharashtra,12jul2020,chandrapur,18.428572
-49,39,-58,-43,-12,18,maharashtra,13jul2020,chandrapur,17.857143
-53,23,-59,-44,-14,19,maharashtra,14jul2020,chandrapur,18.714285
-51,38,-59,-39,-14,19,maharashtra,15jul2020,chandrapur,19.714285
-42,92,-58,-35,-13,15,maharashtra,16jul2020,chandrapur,20.714285
-67,-17,-62,-42,-26,24,maharashtra,17jul2020,chandrapur,22
-67,-21,-61,-48,-26,26,maharashtra,18jul2020,chandrapur,22.571428
-70,-23,-63,-54,-13,24,maharashtra,19jul2020,chandrapur,23
-68,-21,-61,-49,-27,27,maharashtra,20jul2020,chandrapur,24
-61,4,-58,-44,-21,23,maharashtra,21jul2020,chandrapur,23.285715
-60,9,-58,-42,-19,22,maharashtra,22jul2020,chandrapur,22.857143
-59,10,-57,-40,-18,22,maharashtra,23jul2020,chandrapur,22.142857
-57,22,-58,-37,-15,19,maharashtra,24jul2020,chandrapur,21.142857
-56,21,-60,-46,-23,23,maharashtra,25jul2020,chandrapur,20.857143
-57,14,-59,-48,-1,19,maharashtra,26jul2020,chandrapur,20.142857
-50,31,-60,-42,-12,20,maharashtra,27jul2020,chandrapur,19.571428
-54,20,-59,-43,-15,21,maharashtra,28jul2020,chandrapur,19.285715
-47,35,-57,-35,-12,17,maharashtra,29jul2020,chandrapur,19
-48,32,-57,-35,-13,18,maharashtra,30jul2020,chandrapur,18.857143
-47,43,-59,-33,-12,17,maharashtra,31jul2020,chandrapur,18.714285
-49,39,-60,-42,-23,21,maharashtra,01aug2020,chandrapur,18
-52,28,-58,-44,-2,18,maharashtra,02aug2020,chandrapur,18
-49,31,-58,-39,-20,19,maharashtra,03aug2020,chandrapur,17.857143
-46,36,-57,-36,-15,16,maharashtra,04aug2020,chandrapur,17.428572
-45,13,-63,-39,-14,17,maharashtra,05aug2020,chandrapur,16.857143
-44,17,-63,-36,-12,17,maharashtra,06aug2020,chandrapur,17
-43,18,-62,-34,-9,14,maharashtra,07aug2020,chandrapur,17.285715
-44,20,-63,-42,-14,17,maharashtra,08aug2020,chandrapur,17.428572
-57,-12,-65,-48,0,19,maharashtra,09aug2020,chandrapur,17.285715
-52,0,-66,-46,-11,21,maharashtra,10aug2020,chandrapur,17.428572
-44,21,-62,-38,-10,17,maharashtra,11aug2020,chandrapur,17.857143
-41,20,-61,-36,-11,16,maharashtra,12aug2020,chandrapur,18.285715
-45,11,-63,-39,-10,18,maharashtra,13aug2020,chandrapur,18.142857
-44,18,-64,-38,-9,17,maharashtra,14aug2020,chandrapur,17.857143
-50,1,-60,-44,-28,20,maharashtra,15aug2020,chandrapur,18
-53,-2,-63,-46,3,18,maharashtra,16aug2020,chandrapur,18.571428
,,,,-12,19,maharashtra,17aug2020,chandrapur,18.428572
,,,,-15,18,maharashtra,18aug2020,chandrapur,18.571428
,,,,-26,20,maharashtra,19aug2020,chandrapur,18.571428
,,,,-16,17,maharashtra,20aug2020,chandrapur,18.285715
,,,,-16,18,maharashtra,21aug2020,chandrapur,17.714285
,,,,-27,20,maharashtra,22aug2020,chandrapur,17.285715
,,,,2,16,maharashtra,23aug2020,chandrapur,16.571428
,,,,-11,15,maharashtra,24aug2020,chandrapur,16.714285
,,,,-14,15,maharashtra,25aug2020,chandrapur,16.571428
,,,,-16,15,maharashtra,26aug2020,chandrapur,16
,,,,-16,18,maharashtra,27aug2020,chandrapur,15.714286
,,,,-16,17,maharashtra,28aug2020,chandrapur,15.714286
,,,,-17,16,maharashtra,29aug2020,chandrapur,15.714286
,,,,-3,14,maharashtra,30aug2020,chandrapur,15.571428
,,,,-15,15,maharashtra,31aug2020,chandrapur,15.428572
,,,,-19,15,maharashtra,01sep2020,chandrapur,15.428572
,,,,-18,14,maharashtra,02sep2020,chandrapur,15.714286
,,,,-18,17,maharashtra,03sep2020,chandrapur,16
,,,,-19,17,maharashtra,04sep2020,chandrapur,16.285715
,,,,-21,18,maharashtra,05sep2020,chandrapur,16.285715
,,,,-9,16,maharashtra,06sep2020,chandrapur,16.571428
,,,,-19,17,maharashtra,07sep2020,chandrapur,17.285715
,,,,-21,15,maharashtra,08sep2020,chandrapur,17.714285
,,,,-23,16,maharashtra,09sep2020,chandrapur,18.285715
,,,,-38,22,maharashtra,10sep2020,chandrapur,18.571428
,,,,-38,20,maharashtra,11sep2020,chandrapur,18.428572
,,,,-44,22,maharashtra,12sep2020,chandrapur,18.571428
,,,,-29,18,maharashtra,13sep2020,chandrapur,18.714285
,,,,-25,16,maharashtra,14sep2020,chandrapur,18.428572
,,,,-27,16,maharashtra,15sep2020,chandrapur,18.428572
,,,,-29,17,maharashtra,16sep2020,chandrapur,18.142857
,,,,-32,20,maharashtra,17sep2020,chandrapur,18.142857
,,,,-29,20,maharashtra,18sep2020,chandrapur,18.714285
,,,,-31,20,maharashtra,19sep2020,chandrapur,
,,,,-20,18,maharashtra,20sep2020,chandrapur,
,,,,-25,20,maharashtra,21sep2020,chandrapur,
6,11,14,12,6,-1,maharashtra,15feb2020,dhule,
9,8,22,14,1,-1,maharashtra,16feb2020,dhule,
4,12,10,-1,6,0,maharashtra,17feb2020,dhule,
5,15,11,2,2,-1,maharashtra,18feb2020,dhule,.71428573
9,24,21,-4,-16,3,maharashtra,19feb2020,dhule,1.1428572
5,14,3,4,3,-1,maharashtra,20feb2020,dhule,1.5714285
-4,7,3,-7,-20,6,maharashtra,21feb2020,dhule,1.7142857
-3,4,2,-9,-3,2,maharashtra,22feb2020,dhule,2
0,2,1,-4,4,2,maharashtra,23feb2020,dhule,1.4285715
-1,6,2,-2,7,1,maharashtra,24feb2020,dhule,1.4285715
2,4,-1,0,5,1,maharashtra,25feb2020,dhule,.71428573
4,4,5,5,7,-1,maharashtra,26feb2020,dhule,.71428573
4,11,0,5,5,-1,maharashtra,27feb2020,dhule,.71428573
0,16,-1,-2,9,1,maharashtra,28feb2020,dhule,.71428573
1,11,1,-3,8,2,maharashtra,29feb2020,dhule,.71428573
1,14,2,-5,7,2,maharashtra,01mar2020,dhule,.85714287
4,17,0,-2,8,1,maharashtra,02mar2020,dhule,1.1428572
3,16,2,-2,4,1,maharashtra,03mar2020,dhule,1.1428572
6,18,6,0,11,0,maharashtra,04mar2020,dhule,1
4,12,-2,-1,9,1,maharashtra,05mar2020,dhule,.71428573
5,22,2,1,9,1,maharashtra,06mar2020,dhule,1.1428572
6,21,6,4,5,1,maharashtra,07mar2020,dhule,3.2857144
9,20,9,8,4,0,maharashtra,08mar2020,dhule,3.2857144
-4,18,5,-9,-4,4,maharashtra,09mar2020,dhule,3.1428571
-26,-26,-2,-20,-48,16,maharashtra,10mar2020,dhule,3.2857144
7,16,10,1,5,0,maharashtra,11mar2020,dhule,3.5714285
3,7,5,-2,5,0,maharashtra,12mar2020,dhule,4
3,10,4,-4,8,2,maharashtra,13mar2020,dhule,3.8571429
3,5,3,-6,0,3,maharashtra,14mar2020,dhule,2.2857144
-2,3,0,-2,7,3,maharashtra,15mar2020,dhule,2.5714285
0,11,4,-9,0,3,maharashtra,16mar2020,dhule,2.8571429
-7,7,0,-18,-6,5,maharashtra,17mar2020,dhule,3.4285715
-8,-5,10,-23,-8,2,maharashtra,18mar2020,dhule,4.2857141
-4,-1,11,-18,-13,2,maharashtra,19mar2020,dhule,7.4285712
-7,18,3,-20,-9,6,maharashtra,20mar2020,dhule,9.8571424
-22,11,2,-28,-18,9,maharashtra,21mar2020,dhule,12.714286
-66,-65,-26,-68,-39,25,maharashtra,22mar2020,dhule,16.714285
-49,-19,-7,-57,-37,20,maharashtra,23mar2020,dhule,20.571428
-58,-39,-10,-64,-51,25,maharashtra,24mar2020,dhule,23.857143
