date,lgd_district_name,lgd_state_name,npi_border,npi_curfew,npi_industry,npi_lockdown,npi_mask,npi_retail,npi_school,npi_surveillance,npi_temple,npi_transport,npi_cu,district,av_npi_cu,npi_cu_scale,av_npi_cu_scale,sdgroup,state
10feb2020,pashchim champaran,bihar,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,69,bihar
11feb2020,pashchim champaran,bihar,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,75,bihar
12feb2020,pashchim champaran,bihar,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,81,bihar
13feb2020,pashchim champaran,bihar,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,87,bihar
14feb2020,pashchim champaran,bihar,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,93,bihar
15feb2020,pashchim champaran,bihar,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,99,bihar
16feb2020,pashchim champaran,bihar,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,105,bihar
17feb2020,pashchim champaran,bihar,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,111,bihar
18feb2020,pashchim champaran,bihar,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,117,bihar
19feb2020,pashchim champaran,bihar,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,123,bihar
20feb2020,pashchim champaran,bihar,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,129,bihar
21feb2020,pashchim champaran,bihar,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,135,bihar
22feb2020,pashchim champaran,bihar,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,141,bihar
23feb2020,pashchim champaran,bihar,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,147,bihar
24feb2020,pashchim champaran,bihar,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,153,bihar
25feb2020,pashchim champaran,bihar,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,159,bihar
26feb2020,pashchim champaran,bihar,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,165,bihar
27feb2020,pashchim champaran,bihar,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,171,bihar
28feb2020,pashchim champaran,bihar,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,177,bihar
29feb2020,pashchim champaran,bihar,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,183,bihar
01mar2020,pashchim champaran,bihar,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,189,bihar
02mar2020,pashchim champaran,bihar,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,195,bihar
03mar2020,pashchim champaran,bihar,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,201,bihar
04mar2020,pashchim champaran,bihar,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,207,bihar
05mar2020,pashchim champaran,bihar,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,213,bihar
06mar2020,pashchim champaran,bihar,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,219,bihar
07mar2020,pashchim champaran,bihar,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,225,bihar
08mar2020,pashchim champaran,bihar,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,231,bihar
09mar2020,pashchim champaran,bihar,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,237,bihar
10mar2020,pashchim champaran,bihar,0,0,0,0,0,0,0,0,0,0,0,38,.14285715,0,.017857144,243,bihar
11mar2020,pashchim champaran,bihar,0,0,0,0,0,0,0,0,0,0,0,38,.2857143,0,.035714287,249,bihar
12mar2020,pashchim champaran,bihar,0,0,0,0,0,0,0,0,0,0,0,38,.42857143,0,.053571429,255,bihar
13mar2020,pashchim champaran,bihar,0,0,0,0,0,0,1,0,0,0,1,38,.5714286,.125,.071428575,261,bihar
14mar2020,pashchim champaran,bihar,0,0,0,0,0,0,1,0,0,0,1,38,.71428573,.125,.089285716,267,bihar
15mar2020,pashchim champaran,bihar,0,0,0,0,0,0,1,0,0,0,1,38,1,.125,.125,273,bihar
16mar2020,pashchim champaran,bihar,0,0,0,0,0,0,1,0,0,0,1,38,1.2857143,.125,.16071428,279,bihar
17mar2020,pashchim champaran,bihar,0,0,0,0,0,0,1,0,0,0,1,38,1.4285715,.125,.17857143,285,bihar
18mar2020,pashchim champaran,bihar,0,0,0,0,0,1,1,0,0,0,2,38,1.7142857,.25,.21428572,291,bihar
19mar2020,pashchim champaran,bihar,0,0,0,0,0,1,1,.25,0,0,2,38,2.2857144,.25,.2857143,297,bihar
20mar2020,pashchim champaran,bihar,0,0,0,0,0,1,1,.25,0,0,2,38,2.8571429,.25,.35714287,303,bihar
21mar2020,pashchim champaran,bihar,0,0,0,0,0,1,1,.25,1,0,3,38,3.4285715,.375,.42857143,309,bihar
22mar2020,pashchim champaran,bihar,0,1,0,1,0,1,1,.25,1,0,5,38,4.2142859,.625,.52678573,315,bihar
23mar2020,pashchim champaran,bihar,0,1,0,1,0,1,1,.25,1,0,5,38,5,.625,.625,321,bihar
24mar2020,pashchim champaran,bihar,0,1,0,1,0,1,1,.25,1,0,5,38,5.7857141,.625,.72321427,327,bihar
25mar2020,pashchim champaran,bihar,.5,1,1,1,0,1,1,.25,1,1,7.5,38,6.4285712,.9375,.8035714,333,bihar
26mar2020,pashchim champaran,bihar,.5,1,1,1,0,1,1,.25,1,1,7.5,38,6.7857141,.9375,.84821427,339,bihar
27mar2020,pashchim champaran,bihar,.5,1,1,1,0,1,1,.25,1,1,7.5,38,7.1428571,.9375,.89285713,345,bihar
28mar2020,pashchim champaran,bihar,.5,1,1,1,0,1,1,.25,1,1,7.5,38,7.5,.9375,.9375,351,bihar
29mar2020,pashchim champaran,bihar,.5,1,1,1,0,1,1,.25,1,1,7.5,38,7.5,.9375,.9375,357,bihar
30mar2020,pashchim champaran,bihar,.5,1,1,1,0,1,1,.25,1,1,7.5,38,7.5,.9375,.9375,363,bihar
31mar2020,pashchim champaran,bihar,.5,1,1,1,0,1,1,.25,1,1,7.5,38,7.5,.9375,.9375,369,bihar
01apr2020,pashchim champaran,bihar,.5,1,1,1,0,1,1,.25,1,1,7.5,38,7.5,.9375,.9375,375,bihar
02apr2020,pashchim champaran,bihar,.5,1,1,1,0,1,1,.25,1,1,7.5,38,7.5,.9375,.9375,381,bihar
03apr2020,pashchim champaran,bihar,.5,1,1,1,0,1,1,.25,1,1,7.5,38,7.5,.9375,.9375,387,bihar
04apr2020,pashchim champaran,bihar,.5,1,1,1,0,1,1,.25,1,1,7.5,38,7.5,.9375,.9375,393,bihar
05apr2020,pashchim champaran,bihar,.5,1,1,1,0,1,1,.25,1,1,7.5,38,7.5,.9375,.9375,399,bihar
06apr2020,pashchim champaran,bihar,.5,1,1,1,0,1,1,.25,1,1,7.5,38,7.5714288,.9375,.9464286,405,bihar
07apr2020,pashchim champaran,bihar,.5,1,1,1,0,1,1,.25,1,1,7.5,38,7.6428571,.9375,.95535713,411,bihar
08apr2020,pashchim champaran,bihar,.5,1,1,1,0,1,1,.25,1,1,7.5,38,7.7142859,.9375,.96428573,417,bihar
09apr2020,pashchim champaran,bihar,1,1,1,1,0,1,1,.25,1,1,8,38,7.7857141,1,.97321427,423,bihar
10apr2020,pashchim champaran,bihar,1,1,1,1,0,1,1,.25,1,1,8,38,7.8571429,1,.98214287,429,bihar
11apr2020,pashchim champaran,bihar,1,1,1,1,0,1,1,.25,1,1,8,38,7.9285712,1,.9910714,435,bihar
12apr2020,pashchim champaran,bihar,1,1,1,1,0,1,1,.25,1,1,8,38,8,1,1,441,bihar
13apr2020,pashchim champaran,bihar,1,1,1,1,0,1,1,.25,1,1,8,38,8,1,1,447,bihar
14apr2020,pashchim champaran,bihar,1,1,1,1,0,1,1,.25,1,1,8,38,8,1,1,453,bihar
15apr2020,pashchim champaran,bihar,1,1,1,1,0,1,1,.25,1,1,8,38,8,1,1,459,bihar
16apr2020,pashchim champaran,bihar,1,1,1,1,0,1,1,.25,1,1,8,38,8,1,1,465,bihar
17apr2020,pashchim champaran,bihar,1,1,1,1,0,1,1,.25,1,1,8,38,7.7857141,1,.97321427,471,bihar
18apr2020,pashchim champaran,bihar,1,1,1,1,0,1,1,.25,1,1,8,38,7.5714288,1,.9464286,477,bihar
19apr2020,pashchim champaran,bihar,1,1,1,1,0,1,1,.25,1,1,8,38,7.3571429,1,.91964287,483,bihar
20apr2020,pashchim champaran,bihar,1,1,0,1,0,.5,1,.25,1,1,6.5,38,7.1428571,.8125,.89285713,489,bihar
21apr2020,pashchim champaran,bihar,1,1,0,1,0,.5,1,.25,1,1,6.5,38,6.9285712,.8125,.8660714,495,bihar
22apr2020,pashchim champaran,bihar,1,1,0,1,0,.5,1,.25,1,1,6.5,38,6.7142859,.8125,.83928573,501,bihar
23apr2020,pashchim champaran,bihar,1,1,0,1,1,.5,1,.25,1,1,6.5,38,6.5,.8125,.8125,507,bihar
24apr2020,pashchim champaran,bihar,1,1,0,1,1,.5,1,.5,1,1,6.5,38,6.5,.8125,.8125,513,bihar
25apr2020,pashchim champaran,bihar,1,1,0,1,1,.5,1,.75,1,1,6.5,38,6.5,.8125,.8125,519,bihar
26apr2020,pashchim champaran,bihar,1,1,0,1,1,.5,1,.75,1,1,6.5,38,6.5,.8125,.8125,525,bihar
27apr2020,pashchim champaran,bihar,1,1,0,1,1,.5,1,.75,1,1,6.5,38,6.5,.8125,.8125,531,bihar
28apr2020,pashchim champaran,bihar,1,1,0,1,1,.5,1,.75,1,1,6.5,38,6.5,.8125,.8125,537,bihar
29apr2020,pashchim champaran,bihar,1,1,0,1,1,.5,1,.75,1,1,6.5,38,6.5,.8125,.8125,543,bihar
30apr2020,pashchim champaran,bihar,1,1,0,1,1,.5,1,.75,1,1,6.5,38,6.5,.8125,.8125,549,bihar
01may2020,pashchim champaran,bihar,1,1,0,1,1,.5,1,1,1,1,6.5,38,6.5,.8125,.8125,555,bihar
02may2020,pashchim champaran,bihar,1,1,0,1,1,.5,1,1,1,1,6.5,38,6.5,.8125,.8125,561,bihar
03may2020,pashchim champaran,bihar,1,1,0,1,1,.5,1,1,1,1,6.5,38,6.5,.8125,.8125,567,bihar
04may2020,pashchim champaran,bihar,1,1,0,1,1,.5,1,1,1,1,6.5,38,6.5,.8125,.8125,573,bihar
05may2020,pashchim champaran,bihar,1,1,0,1,1,.5,1,1,1,1,6.5,38,6.5,.8125,.8125,579,bihar
06may2020,pashchim champaran,bihar,1,1,0,1,1,.5,1,1,1,1,6.5,38,6.5,.8125,.8125,585,bihar
07may2020,pashchim champaran,bihar,1,1,0,1,1,.5,1,1,1,1,6.5,38,6.5,.8125,.8125,591,bihar
08may2020,pashchim champaran,bihar,1,1,0,1,1,.5,1,1,1,1,6.5,38,6.5,.8125,.8125,597,bihar
09may2020,pashchim champaran,bihar,1,1,0,1,1,.5,1,1,1,1,6.5,38,6.5,.8125,.8125,603,bihar
10may2020,pashchim champaran,bihar,1,1,0,1,1,.5,1,1,1,1,6.5,38,6.5,.8125,.8125,609,bihar
11may2020,pashchim champaran,bihar,1,1,0,1,1,.5,1,1,1,1,6.5,38,6.5,.8125,.8125,615,bihar
12may2020,pashchim champaran,bihar,1,1,0,1,1,.5,1,1,1,1,6.5,38,6.5,.8125,.8125,621,bihar
13may2020,pashchim champaran,bihar,1,1,0,1,1,.5,1,1,1,1,6.5,38,6.5,.8125,.8125,627,bihar
14may2020,pashchim champaran,bihar,1,1,0,1,1,.5,1,1,1,1,6.5,38,6.5,.8125,.8125,633,bihar
15may2020,pashchim champaran,bihar,1,1,0,1,1,.5,1,1,1,1,6.5,38,6.5,.8125,.8125,639,bihar
16may2020,pashchim champaran,bihar,1,1,0,1,1,.5,1,1,1,1,6.5,38,6.5,.8125,.8125,645,bihar
17may2020,pashchim champaran,bihar,1,1,0,1,1,.5,1,1,1,1,6.5,38,6.5,.8125,.8125,651,bihar
18may2020,pashchim champaran,bihar,1,1,0,1,1,.5,1,1,1,1,6.5,38,6.5,.8125,.8125,657,bihar
19may2020,pashchim champaran,bihar,1,1,0,1,1,.5,1,1,1,1,6.5,38,6.5,.8125,.8125,663,bihar
20may2020,pashchim champaran,bihar,1,1,0,1,1,.5,1,1,1,1,6.5,38,6.5,.8125,.8125,669,bihar
21may2020,pashchim champaran,bihar,1,1,0,1,1,.5,1,1,1,1,6.5,38,6.5,.8125,.8125,675,bihar
22may2020,pashchim champaran,bihar,1,1,0,1,1,.5,1,1,1,1,6.5,38,6.4285712,.8125,.8035714,681,bihar
23may2020,pashchim champaran,bihar,1,1,0,1,1,.5,1,1,1,1,6.5,38,6.3571429,.8125,.79464287,687,bihar
24may2020,pashchim champaran,bihar,1,1,0,1,1,.5,1,1,1,1,6.5,38,6.2857141,.8125,.78571427,693,bihar
25may2020,pashchim champaran,bihar,.5,1,0,1,1,.5,1,1,1,1,6,38,6.2142859,.75,.77678573,699,bihar
26may2020,pashchim champaran,bihar,.5,1,0,1,1,.5,1,1,1,1,6,38,6.1428571,.75,.76785713,705,bihar
27may2020,pashchim champaran,bihar,.5,1,0,1,1,.5,1,1,1,1,6,38,6.0714288,.75,.7589286,711,bihar
28may2020,pashchim champaran,bihar,.5,1,0,1,1,.5,1,1,1,1,6,38,5.9285712,.75,.7410714,717,bihar
29may2020,pashchim champaran,bihar,.5,1,0,1,1,.5,1,1,1,1,6,38,5.7142859,.75,.71428573,723,bihar
30may2020,pashchim champaran,bihar,.5,1,0,1,1,.5,1,1,1,1,6,38,5.5,.75,.6875,729,bihar
31may2020,pashchim champaran,bihar,.5,1,0,.5,1,.5,1,.75,1,1,5.5,38,5.2857141,.6875,.66071427,735,bihar
01jun2020,pashchim champaran,bihar,.5,1,0,.5,1,.5,1,.75,1,0,4.5,38,5.0714288,.5625,.6339286,741,bihar
02jun2020,pashchim champaran,bihar,.5,1,0,.5,1,.5,1,.75,1,0,4.5,38,4.8571429,.5625,.60714287,747,bihar
03jun2020,pashchim champaran,bihar,.5,1,0,.5,1,.5,1,.75,1,0,4.5,38,4.6428571,.5625,.58035713,753,bihar
04jun2020,pashchim champaran,bihar,.5,1,0,.5,1,.5,1,.75,1,0,4.5,38,4.5,.5625,.5625,759,bihar
05jun2020,pashchim champaran,bihar,.5,1,0,.5,1,.5,1,.75,1,0,4.5,38,4.2142859,.5625,.52678573,765,bihar
06jun2020,pashchim champaran,bihar,.5,1,0,.5,1,.5,1,.75,1,0,4.5,38,3.9285715,.5625,.49107143,771,bihar
07jun2020,pashchim champaran,bihar,.5,1,0,.5,1,.5,1,.75,1,0,4.5,38,3.6428571,.5625,.45535713,777,bihar
08jun2020,pashchim champaran,bihar,.5,.5,0,.5,1,0,1,.75,0,0,2.5,38,3.3571429,.3125,.41964287,783,bihar
09jun2020,pashchim champaran,bihar,.5,.5,0,.5,1,0,1,.75,0,0,2.5,38,3.0714285,.3125,.38392857,789,bihar
10jun2020,pashchim champaran,bihar,.5,.5,0,.5,1,0,1,.75,0,0,2.5,38,2.7857144,.3125,.3482143,795,bihar
11jun2020,pashchim champaran,bihar,.5,.5,0,.5,1,0,1,.75,0,0,2.5,38,2.5,.3125,.3125,801,bihar
12jun2020,pashchim champaran,bihar,.5,.5,0,.5,1,0,1,.75,0,0,2.5,38,2.5,.3125,.3125,807,bihar
13jun2020,pashchim champaran,bihar,.5,.5,0,.5,1,0,1,.75,0,0,2.5,38,2.5,.3125,.3125,813,bihar
14jun2020,pashchim champaran,bihar,.5,.5,0,.5,1,0,1,.75,0,0,2.5,38,2.5,.3125,.3125,819,bihar
15jun2020,pashchim champaran,bihar,.5,.5,0,.5,1,0,1,.75,0,0,2.5,38,2.5,.3125,.3125,825,bihar
16jun2020,pashchim champaran,bihar,.5,.5,0,.5,1,0,1,.75,0,0,2.5,38,2.5,.3125,.3125,831,bihar
17jun2020,pashchim champaran,bihar,.5,.5,0,.5,1,0,1,.75,0,0,2.5,38,2.5,.3125,.3125,837,bihar
18jun2020,pashchim champaran,bihar,.5,.5,0,.5,1,0,1,.75,0,0,2.5,38,2.5,.3125,.3125,843,bihar
19jun2020,pashchim champaran,bihar,.5,.5,0,.5,1,0,1,.75,0,0,2.5,38,2.5,.3125,.3125,849,bihar
20jun2020,pashchim champaran,bihar,.5,.5,0,.5,1,0,1,.75,0,0,2.5,38,2.5,.3125,.3125,855,bihar
21jun2020,pashchim champaran,bihar,.5,.5,0,.5,1,0,1,.75,0,0,2.5,38,2.5,.3125,.3125,861,bihar
22jun2020,pashchim champaran,bihar,.5,.5,0,.5,1,0,1,.75,0,0,2.5,38,2.5,.3125,.3125,867,bihar
23jun2020,pashchim champaran,bihar,.5,.5,0,.5,1,0,1,.75,0,0,2.5,38,2.5,.3125,.3125,873,bihar
24jun2020,pashchim champaran,bihar,.5,.5,0,.5,1,0,1,.75,0,0,2.5,38,2.5,.3125,.3125,879,bihar
25jun2020,pashchim champaran,bihar,.5,.5,0,.5,1,0,1,.75,0,0,2.5,38,2.5,.3125,.3125,885,bihar
26jun2020,pashchim champaran,bihar,.5,.5,0,.5,1,0,1,.75,0,0,2.5,38,2.5,.3125,.3125,891,bihar
27jun2020,pashchim champaran,bihar,.5,.5,0,.5,1,0,1,.75,0,0,2.5,38,2.3571429,.3125,.29464287,897,bihar
28jun2020,pashchim champaran,bihar,.5,.5,0,.5,1,0,1,.75,0,0,2.5,38,2.2142856,.3125,.2767857,903,bihar
29jun2020,pashchim champaran,bihar,.5,.5,0,.5,1,0,1,.75,0,0,2.5,38,2.0714285,.3125,.25892857,909,bihar
30jun2020,pashchim champaran,bihar,0,.5,0,0,1,0,1,.75,0,0,1.5,38,1.9285715,.1875,.24107143,915,bihar
01jul2020,pashchim champaran,bihar,0,.5,0,0,1,0,1,.75,0,0,1.5,38,1.7857143,.1875,.22321428,921,bihar
02jul2020,pashchim champaran,bihar,0,.5,0,0,1,0,1,.75,0,0,1.5,38,1.6428572,.1875,.20535715,927,bihar
03jul2020,pashchim champaran,bihar,0,.5,0,0,1,0,1,.75,0,0,1.5,38,1.5,.1875,.1875,933,bihar
04jul2020,pashchim champaran,bihar,0,.5,0,0,1,0,1,.75,0,0,1.5,38,1.5,.1875,.1875,939,bihar
05jul2020,pashchim champaran,bihar,0,.5,0,0,1,0,1,.75,0,0,1.5,38,1.5,.1875,.1875,945,bihar
06jul2020,pashchim champaran,bihar,0,.5,0,0,1,0,1,.75,0,0,1.5,38,1.5,.1875,.1875,951,bihar
07jul2020,pashchim champaran,bihar,0,.5,0,0,1,0,1,.75,0,0,1.5,38,1.5,.1875,.1875,957,bihar
08jul2020,pashchim champaran,bihar,0,.5,0,0,1,0,1,.75,0,0,1.5,38,1.5,.1875,.1875,963,bihar
09jul2020,pashchim champaran,bihar,0,.5,0,0,1,0,1,.75,0,0,1.5,38,1.5,.1875,.1875,969,bihar
10jul2020,pashchim champaran,bihar,0,.5,0,0,1,0,1,.75,0,0,1.5,38,1.5,.1875,.1875,975,bihar
11jul2020,pashchim champaran,bihar,0,.5,0,0,1,0,1,.75,0,0,1.5,38,1.5,.1875,.1875,981,bihar
12jul2020,pashchim champaran,bihar,0,.5,0,0,1,0,1,.75,0,0,1.5,38,1.5,.1875,.1875,987,bihar
13jul2020,pashchim champaran,bihar,0,.5,0,0,1,0,1,.75,0,0,1.5,38,1.7857143,.1875,.22321428,993,bihar
14jul2020,pashchim champaran,bihar,0,.5,0,0,1,0,1,.75,0,0,1.5,38,2.0714285,.1875,.25892857,999,bihar
15jul2020,pashchim champaran,bihar,0,.5,0,0,1,0,1,.75,0,0,1.5,38,2.3571429,.1875,.29464287,1005,bihar
16jul2020,pashchim champaran,bihar,0,.5,0,1,1,0,1,.75,0,1,3.5,38,2.6428571,.4375,.33035713,1011,bihar
17jul2020,pashchim champaran,bihar,0,.5,0,1,1,0,1,.75,0,1,3.5,38,2.9285715,.4375,.36607143,1017,bihar
18jul2020,pashchim champaran,bihar,0,.5,0,1,1,0,1,.75,0,1,3.5,38,3.2142856,.4375,.4017857,1023,bihar
19jul2020,pashchim champaran,bihar,0,.5,0,1,1,0,1,.75,0,1,3.5,38,3.5,.4375,.4375,1029,bihar
20jul2020,pashchim champaran,bihar,0,.5,0,1,1,0,1,.75,0,1,3.5,38,3.5,.4375,.4375,1035,bihar
21jul2020,pashchim champaran,bihar,0,.5,0,1,1,0,1,.75,0,1,3.5,38,3.5,.4375,.4375,1041,bihar
22jul2020,pashchim champaran,bihar,0,.5,0,1,1,0,1,.75,0,1,3.5,38,3.5,.4375,.4375,1047,bihar
23jul2020,pashchim champaran,bihar,0,.5,0,1,1,0,1,.75,0,1,3.5,38,3.5,.4375,.4375,1053,bihar
24jul2020,pashchim champaran,bihar,0,.5,0,1,1,0,1,.75,0,1,3.5,38,3.5,.4375,.4375,1059,bihar
25jul2020,pashchim champaran,bihar,0,.5,0,1,1,0,1,.75,0,1,3.5,38,3.5,.4375,.4375,1065,bihar
26jul2020,pashchim champaran,bihar,0,.5,0,1,1,0,1,.75,0,1,3.5,38,3.5,.4375,.4375,1071,bihar
27jul2020,pashchim champaran,bihar,0,.5,0,1,1,0,1,.75,0,1,3.5,38,3.5,.4375,.4375,1077,bihar
28jul2020,pashchim champaran,bihar,0,.5,0,1,1,0,1,.75,0,1,3.5,38,3.4523809,.4375,.43154761,1083,bihar
29jul2020,pashchim champaran,bihar,0,.5,0,1,1,0,1,.75,0,1,3.5,38,3.3333333,.4375,.41666666,1089,bihar
30jul2020,pashchim champaran,bihar,0,.5,0,1,1,0,1,.75,0,1,3.5,38,3.2142856,.4375,.4017857,1095,bihar
31jul2020,pashchim champaran,bihar,0,.5,0,.66666663,1,0,1,.75,0,1,3.1666665,38,3.095238,.39583331,.38690475,1101,bihar
01aug2020,pashchim champaran,bihar,0,0,0,.66666663,1,0,1,.75,0,1,2.6666665,38,2.9761903,.33333331,.37202379,1107,bihar
02aug2020,pashchim champaran,bihar,0,0,0,.66666663,1,0,1,.75,0,1,2.6666665,38,2.8571427,.33333331,.35714284,1113,bihar
03aug2020,pashchim champaran,bihar,0,0,0,.66666663,1,0,1,.75,0,1,2.6666665,38,2.738095,.33333331,.34226188,1119,bihar
04aug2020,pashchim champaran,bihar,0,0,0,.66666663,1,0,1,.75,0,1,2.6666665,38,2.6666665,.33333331,.33333331,1125,bihar
05aug2020,pashchim champaran,bihar,0,0,0,.66666663,1,0,1,.75,0,1,2.6666665,38,2.6666665,.33333331,.33333331,1131,bihar
06aug2020,pashchim champaran,bihar,0,0,0,.66666663,1,0,1,.75,0,1,2.6666665,38,2.6666665,.33333331,.33333331,1137,bihar
07aug2020,pashchim champaran,bihar,0,0,0,.66666663,1,0,1,.75,0,1,2.6666665,38,2.6666665,.33333331,.33333331,1143,bihar
08aug2020,pashchim champaran,bihar,0,0,0,.66666663,1,0,1,.75,0,1,2.6666665,38,2.6666665,.33333331,.33333331,1149,bihar
09aug2020,pashchim champaran,bihar,0,0,0,.66666663,1,0,1,.75,0,1,2.6666665,38,2.6666665,.33333331,.33333331,1155,bihar
10aug2020,pashchim champaran,bihar,0,0,0,.66666663,1,0,1,.75,0,1,2.6666665,38,2.6666665,.33333331,.33333331,1161,bihar
11aug2020,pashchim champaran,bihar,0,0,0,.66666663,1,0,1,.75,0,1,2.6666665,38,2.6666665,.33333331,.33333331,1167,bihar
12aug2020,pashchim champaran,bihar,0,0,0,.66666663,1,0,1,.75,0,1,2.6666665,38,2.6666665,.33333331,.33333331,1173,bihar
13aug2020,pashchim champaran,bihar,0,0,0,.66666663,1,0,1,.75,0,1,2.6666665,38,2.6190474,.33333331,.32738093,1179,bihar
14aug2020,pashchim champaran,bihar,0,0,0,.66666663,1,0,1,.75,0,1,2.6666665,38,2.5714285,.33333331,.32142857,1185,bihar
15aug2020,pashchim champaran,bihar,0,0,0,.66666663,1,0,1,.75,0,1,2.6666665,38,2.5238094,.33333331,.31547618,1191,bihar
16aug2020,pashchim champaran,bihar,0,0,0,.33333331,1,0,1,.75,0,1,2.3333333,38,2.4761903,.29166666,.30952379,1197,bihar
17aug2020,pashchim champaran,bihar,0,0,0,.33333331,1,0,1,.75,0,1,2.3333333,38,2.4285712,.29166666,.3035714,1203,bihar
18aug2020,pashchim champaran,bihar,0,0,0,.33333331,1,0,1,.75,0,1,2.3333333,38,2.3809524,.29166666,.29761904,1209,bihar
19aug2020,pashchim champaran,bihar,0,0,0,.33333331,1,0,1,.75,0,1,2.3333333,38,2.3333333,.29166666,.29166666,1215,bihar
20aug2020,pashchim champaran,bihar,0,0,0,.33333331,1,0,1,.75,0,1,2.3333333,38,2.3333333,.29166666,.29166666,1221,bihar
21aug2020,pashchim champaran,bihar,0,0,0,.33333331,1,0,1,.75,0,1,2.3333333,38,2.3333333,.29166666,.29166666,1227,bihar
22aug2020,pashchim champaran,bihar,0,0,0,.33333331,1,0,1,.75,0,1,2.3333333,38,2.1904762,.29166666,.27380952,1233,bihar
23aug2020,pashchim champaran,bihar,0,0,0,.33333331,1,0,1,.75,0,1,2.3333333,38,2.0476189,.29166666,.25595236,1239,bihar
24aug2020,pashchim champaran,bihar,0,0,0,.33333331,1,0,1,.75,0,1,2.3333333,38,1.9047618,.29166666,.23809522,1245,bihar
25aug2020,pashchim champaran,bihar,0,0,0,.33333331,1,0,1,.75,0,0,1.3333333,38,1.7619047,.16666666,.22023809,1251,bihar
26aug2020,pashchim champaran,bihar,0,0,0,.33333331,1,0,1,.75,0,0,1.3333333,38,1.6190475,.16666666,.20238094,1257,bihar
27aug2020,pashchim champaran,bihar,0,0,0,.33333331,1,0,1,.75,0,0,1.3333333,38,1.4761904,.16666666,.18452381,1263,bihar
28aug2020,pashchim champaran,bihar,0,0,0,.33333331,1,0,1,.75,0,0,1.3333333,38,1.3333333,.16666666,.16666666,1269,bihar
29aug2020,pashchim champaran,bihar,0,0,0,.33333331,1,0,1,.75,0,0,1.3333333,38,,.16666666,,1275,bihar
30aug2020,pashchim champaran,bihar,0,0,0,.33333331,1,0,1,.75,0,0,1.3333333,38,,.16666666,,1281,bihar
31aug2020,pashchim champaran,bihar,0,0,0,.33333331,1,0,1,.75,0,0,1.3333333,38,,.16666666,,1287,bihar
06sep2020,pashchim champaran,bihar,,,,0,,,,,,,0,38,,0,,1293,bihar
28sep2020,pashchim champaran,bihar,,,,,,,0,,,,0,38,,0,,1297,bihar
27jan2020,patna,bihar,,,,,,,,.2,,,0,39,,0,,1,bihar
30jan2020,patna,bihar,0,0,0,0,0,0,0,.2,0,0,0,39,,0,,3,bihar
31jan2020,patna,bihar,0,0,0,0,0,0,0,.2,0,0,0,39,,0,,9,bihar
01feb2020,patna,bihar,0,0,0,0,0,0,0,.2,0,0,0,39,,0,,15,bihar
02feb2020,patna,bihar,0,0,0,0,0,0,0,.2,0,0,0,39,0,0,0,21,bihar
03feb2020,patna,bihar,0,0,0,0,0,0,0,.2,0,0,0,39,0,0,0,27,bihar
04feb2020,patna,bihar,0,0,0,0,0,0,0,.2,0,0,0,39,0,0,0,33,bihar
05feb2020,patna,bihar,0,0,0,0,0,0,0,.2,0,0,0,39,0,0,0,39,bihar
06feb2020,patna,bihar,0,0,0,0,0,0,0,.2,0,0,0,39,0,0,0,45,bihar
07feb2020,patna,bihar,0,0,0,0,0,0,0,.2,0,0,0,39,0,0,0,51,bihar
08feb2020,patna,bihar,0,0,0,0,0,0,0,.2,0,0,0,39,0,0,0,57,bihar
09feb2020,patna,bihar,0,0,0,0,0,0,0,.2,0,0,0,39,0,0,0,63,bihar
10feb2020,patna,bihar,0,0,0,0,0,0,0,.2,0,0,0,39,0,0,0,69,bihar
11feb2020,patna,bihar,0,0,0,0,0,0,0,.2,0,0,0,39,0,0,0,75,bihar
12feb2020,patna,bihar,0,0,0,0,0,0,0,.2,0,0,0,39,0,0,0,81,bihar
